,Problem Number,Problem Rating,Link,Problem Statement,Input Specifications,Output Specifications
10,1221C,1200,https://codeforces.com/problemset/problem/1221/C,"You may have already known that a standard ICPC team consists of exactly three members. The perfect team however has more restrictions. A student can have some specialization: coder or mathematician. <span class=""tex-font-style-bf"">She/he can have no specialization, but can't have both at the same time.</span>So the team is considered perfect if it includes at least one coder, at least one mathematician and it consists of exactly three members.You are a coach at a very large university and you know that $$$c$$$ of your students are coders, $$$m$$$ are mathematicians and $$$x$$$ have no specialization.What is the maximum number of full perfect teams you can distribute them into? Note that some students can be left without a team and each student can be a part of no more than one team.You are also asked to answer $$$q$$$ independent queries.","The first line contains a single integer $$$q$$$ ($$$1 \le q \le 10^4$$$) — the number of queries. Each of the next $$$q$$$ lines contains three integers $$$c$$$, $$$m$$$ and $$$x$$$ ($$$0 \le c, m, x \le 10^8$$$) — the number of coders, mathematicians and students without any specialization in the university, respectively.Note that the no student is both coder and mathematician at the same time. ",Print $$$q$$$ integers — the $$$i$$$-th of them should be the answer to the $$$i$$$ query in the order they are given in the input. The answer is the maximum number of full perfect teams you can distribute your students into. 
11,743B,1200,https://codeforces.com/problemset/problem/743/B,"Chloe, the same as Vladik, is a competitive programmer. She didn't have any problems to get to the olympiad like Vladik, but she was confused by the task proposed on the olympiad.Let's consider the following algorithm of generating a sequence of integers. Initially we have a sequence consisting of a single element equal to <span class=""tex-span"">1</span>. Then we perform <span class=""tex-span"">(<i>n</i> - 1)</span> steps. On each step we take the sequence we've got on the previous step, append it to the end of itself and insert in the middle the minimum positive integer we haven't used before. For example, we get the sequence <span class=""tex-span"">[1, 2, 1]</span> after the first step, the sequence <span class=""tex-span"">[1, 2, 1, 3, 1, 2, 1]</span> after the second step.The task is to find the value of the element with index <span class=""tex-span""><i>k</i></span> (the elements are numbered from <span class=""tex-span"">1</span>) in the obtained sequence, i. e. after <span class=""tex-span"">(<i>n</i> - 1)</span> steps.Please help Chloe to solve the problem!","The only line contains two integers n and k (1 ≤ n ≤ 50, 1 ≤ k ≤ 2n - 1).",Print single integer — the integer at the k-th position in the obtained sequence.
12,1131C,1200,https://codeforces.com/problemset/problem/1131/C,"Cowboy Vlad has a birthday today! There are $$$n$$$ children who came to the celebration. In order to greet Vlad, the children decided to form a circle around him. Among the children who came, there are both tall and low, so if they stand in a circle arbitrarily, it may turn out, that there is a tall and low child standing next to each other, and it will be difficult for them to hold hands. Therefore, children want to stand in a circle so that the maximum difference between the growth of two neighboring children would be minimal possible.Formally, let's number children from $$$1$$$ to $$$n$$$ in a circle order, that is, for every $$$i$$$ child with number $$$i$$$ will stand next to the child with number $$$i+1$$$, also the child with number $$$1$$$ stands next to the child with number $$$n$$$. Then we will call the discomfort of the circle the maximum absolute difference of heights of the children, who stand next to each other.Please help children to find out how they should reorder themselves, so that the resulting discomfort is smallest possible.","The first line contains a single integer $$$n$$$ ($$$2 \leq n \leq 100$$$) — the number of the children who came to the cowboy Vlad's birthday.The second line contains integers $$$a_1, a_2, \ldots, a_n$$$ ($$$1 \leq a_i \leq 10^9$$$) denoting heights of every child.","Print exactly $$$n$$$ integers — heights of the children in the order in which they should stand in a circle. You can start printing a circle with any child.If there are multiple possible answers, print any of them."
13,166A,1200,https://codeforces.com/problemset/problem/166/A,"Another programming contest is over. You got hold of the contest's final results table. The table has the following data. For each team we are shown two numbers: the number of problems and the total penalty time. However, for no team we are shown its final place.You know the rules of comparing the results of two given teams very well. Let's say that team <span class=""tex-span""><i>a</i></span> solved <span class=""tex-span""><i>p</i><sub class=""lower-index""><i>a</i></sub></span> problems with total penalty time <span class=""tex-span""><i>t</i><sub class=""lower-index""><i>a</i></sub></span> and team <span class=""tex-span""><i>b</i></span> solved <span class=""tex-span""><i>p</i><sub class=""lower-index""><i>b</i></sub></span> problems with total penalty time <span class=""tex-span""><i>t</i><sub class=""lower-index""><i>b</i></sub></span>. Team <span class=""tex-span""><i>a</i></span> gets a higher place than team <span class=""tex-span""><i>b</i></span> in the end, if it either solved more problems on the contest, or solved the same number of problems but in less total time. In other words, team <span class=""tex-span""><i>a</i></span> gets a higher place than team <span class=""tex-span""><i>b</i></span> in the final results' table if either <span class=""tex-span""><i>p</i><sub class=""lower-index""><i>a</i></sub> &gt; <i>p</i><sub class=""lower-index""><i>b</i></sub></span>, or <span class=""tex-span""><i>p</i><sub class=""lower-index""><i>a</i></sub> = <i>p</i><sub class=""lower-index""><i>b</i></sub></span> and <span class=""tex-span""><i>t</i><sub class=""lower-index""><i>a</i></sub> &lt; <i>t</i><sub class=""lower-index""><i>b</i></sub></span>. It is considered that the teams that solve the same number of problems with the same penalty time share all corresponding places. More formally, let's say there is a group of <span class=""tex-span""><i>x</i></span> teams that solved the same number of problems with the same penalty time. Let's also say that <span class=""tex-span""><i>y</i></span> teams performed better than the teams from this group. In this case all teams from the group share places <span class=""tex-span""><i>y</i> + 1</span>, <span class=""tex-span""><i>y</i> + 2</span>, <span class=""tex-span"">...</span>, <span class=""tex-span""><i>y</i> + <i>x</i></span>. The teams that performed worse than the teams from this group, get their places in the results table starting from the <span class=""tex-span""><i>y</i> + <i>x</i> + 1</span>-th place.Your task is to count what number of teams from the given list shared the <span class=""tex-span""><i>k</i></span>-th place. ","The first line contains two integers n and k (1 ≤ k ≤ n ≤ 50). Then n lines contain the description of the teams: the i-th line contains two integers pi and ti (1 ≤ pi, ti ≤ 50) — the number of solved problems and the total penalty time of the i-th team, correspondingly. All numbers in the lines are separated by spaces. ",In the only line print the sought number of teams that got the k-th place in the final results' table.
14,1042A,1200,https://codeforces.com/problemset/problem/1042/A,There are $$$n$$$ benches in the Berland Central park. It is known that $$$a_i$$$ people are currently sitting on the $$$i$$$-th bench. Another $$$m$$$ people are coming to the park and each of them is going to have a seat on some bench out of $$$n$$$ available.Let $$$k$$$ be the maximum number of people sitting on one bench after additional $$$m$$$ people came to the park. Calculate the minimum possible $$$k$$$ and the maximum possible $$$k$$$.Nobody leaves the taken seat during the whole process.,"The first line contains a single integer $$$n$$$ $$$(1 \le n \le 100)$$$ — the number of benches in the park.The second line contains a single integer $$$m$$$ $$$(1 \le m \le 10\,000)$$$ — the number of people additionally coming to the park.Each of the next $$$n$$$ lines contains a single integer $$$a_i$$$ $$$(1 \le a_i \le 100)$$$ — the initial number of people on the $$$i$$$-th bench.","Print the minimum possible $$$k$$$ and the maximum possible $$$k$$$, where $$$k$$$ is the maximum number of people sitting on one bench after additional $$$m$$$ people came to the park."
15,911B,1200,https://codeforces.com/problemset/problem/911/B,"It's New Year's Eve soon, so Ivan decided it's high time he started setting the table. Ivan has bought two cakes and cut them into pieces: the first cake has been cut into <span class=""tex-span""><i>a</i></span> pieces, and the second one — into <span class=""tex-span""><i>b</i></span> pieces.Ivan knows that there will be <span class=""tex-span""><i>n</i></span> people at the celebration (including himself), so Ivan has set <span class=""tex-span""><i>n</i></span> plates for the cakes. Now he is thinking about how to distribute the cakes between the plates. Ivan wants to do it in such a way that all following conditions are met:<ol> <li> Each piece of each cake is put on some plate; </li><li> Each plate contains at least one piece of cake; </li><li> No plate contains pieces of both cakes. </li></ol>To make his guests happy, Ivan wants to distribute the cakes in such a way that the minimum number of pieces on the plate is maximized. Formally, Ivan wants to know the maximum possible number <span class=""tex-span""><i>x</i></span> such that he can distribute the cakes according to the aforementioned conditions, and each plate will contain at least <span class=""tex-span""><i>x</i></span> pieces of cake.Help Ivan to calculate this number <span class=""tex-span""><i>x</i></span>!","The first line contains three integers n, a and b (1 ≤ a, b ≤ 100, 2 ≤ n ≤ a + b) — the number of plates, the number of pieces of the first cake, and the number of pieces of the second cake, respectively.",Print the maximum possible number x such that Ivan can distribute the cake in such a way that each plate will contain at least x pieces of cake.
16,1011B,1200,https://codeforces.com/problemset/problem/1011/B,"Natasha is planning an expedition to Mars for $$$n$$$ people. One of the important tasks is to provide food for each participant.The warehouse has $$$m$$$ daily food packages. Each package has some food type $$$a_i$$$.Each participant must eat exactly one food package each day. Due to extreme loads, each participant must eat the same food type throughout the expedition. Different participants may eat different (or the same) types of food.Formally, for each participant $$$j$$$ Natasha should select his food type $$$b_j$$$ and each day $$$j$$$-th participant will eat one food package of type $$$b_j$$$. The values $$$b_j$$$ for different participants may be different.What is the maximum possible number of days the expedition can last, following the requirements above?","The first line contains two integers $$$n$$$ and $$$m$$$ ($$$1 \le n \le 100$$$, $$$1 \le m \le 100$$$) — the number of the expedition participants and the number of the daily food packages available.The second line contains sequence of integers $$$a_1, a_2, \dots, a_m$$$ ($$$1 \le a_i \le 100$$$), where $$$a_i$$$ is the type of $$$i$$$-th food package.","Print the single integer — the number of days the expedition can last. If it is not possible to plan the expedition for even one day, print 0."
17,1260B,1200,https://codeforces.com/problemset/problem/1260/B,"You are given two integers $$$a$$$ and $$$b$$$. You may perform any number of operations on them (possibly zero).During each operation you should choose any positive integer $$$x$$$ and set $$$a := a - x$$$, $$$b := b - 2x$$$ or $$$a := a - 2x$$$, $$$b := b - x$$$. Note that you may choose different values of $$$x$$$ in different operations.Is it possible to make $$$a$$$ and $$$b$$$ equal to $$$0$$$ simultaneously?Your program should answer $$$t$$$ independent test cases.","The first line contains one integer $$$t$$$ ($$$1 \le t \le 100$$$) — the number of test cases.Then the test cases follow, each test case is represented by one line containing two integers $$$a$$$ and $$$b$$$ for this test case ($$$0 \le a, b \le 10^9$$$).","For each test case print the answer to it — YES if it is possible to make $$$a$$$ and $$$b$$$ equal to $$$0$$$ simultaneously, and NO otherwise.You may print every letter in any case you want (so, for example, the strings yEs, yes, Yes and YES will all be recognized as positive answer)."
18,755B,1200,https://codeforces.com/problemset/problem/755/B,"PolandBall is playing a game with EnemyBall. The rules are simple. Players have to say words in turns. You cannot say a word which was already said. PolandBall starts. The Ball which can't say a new word loses.You're given two lists of words familiar to PolandBall and EnemyBall. Can you determine who wins the game, if both play optimally?","The first input line contains two integers n and m (1 ≤ n, m ≤ 103) — number of words PolandBall and EnemyBall know, respectively.Then n strings follow, one per line — words familiar to PolandBall.Then m strings follow, one per line — words familiar to EnemyBall.Note that one Ball cannot know a word more than once (strings are unique), but some words can be known by both players.Each word is non-empty and consists of no more than 500 lowercase English alphabet letters.","In a single line of print the answer — ""YES"" if PolandBall wins and ""NO"" otherwise. Both Balls play optimally."
19,424B,1200,https://codeforces.com/problemset/problem/424/B,"The administration of the Tomsk Region firmly believes that it's time to become a megacity (that is, get population of one million). Instead of improving the demographic situation, they decided to achieve its goal by expanding the boundaries of the city.The city of Tomsk can be represented as point on the plane with coordinates (<span class=""tex-span"">0</span>; <span class=""tex-span"">0</span>). The city is surrounded with <span class=""tex-span""><i>n</i></span> other locations, the <span class=""tex-span""><i>i</i></span>-th one has coordinates (<span class=""tex-span""><i>x</i><sub class=""lower-index""><i>i</i></sub></span>, <span class=""tex-span""><i>y</i><sub class=""lower-index""><i>i</i></sub></span>) with the population of <span class=""tex-span""><i>k</i><sub class=""lower-index""><i>i</i></sub></span> people. You can widen the city boundaries to a circle of radius <span class=""tex-span""><i>r</i></span>. In such case all locations inside the circle and on its border are included into the city.Your goal is to write a program that will determine the minimum radius <span class=""tex-span""><i>r</i></span>, to which is necessary to expand the boundaries of Tomsk, so that it becomes a megacity.",The first line of the input contains two integers n and s (1 ≤ n ≤ 103; 1 ≤ s < 106) — the number of locatons around Tomsk city and the population of the city. Then n lines follow. The i-th line contains three integers — the xi and yi coordinate values of the i-th location and the number ki of people in it (1 ≤ ki < 106). Each coordinate is an integer and doesn't exceed 104 in its absolute value.It is guaranteed that no two locations are at the same point and no location is at point (0; 0).,"In the output, print ""-1"" (without the quotes), if Tomsk won't be able to become a megacity. Otherwise, in the first line print a single real number — the minimum radius of the circle that the city needs to expand to in order to become a megacity.The answer is considered correct if the absolute or relative error don't exceed 10 - 6."
20,302B,1200,https://codeforces.com/problemset/problem/302/B,"Eugeny loves listening to music. He has <span class=""tex-span""><i>n</i></span> songs in his play list. We know that song number <span class=""tex-span""><i>i</i></span> has the duration of <span class=""tex-span""><i>t</i><sub class=""lower-index""><i>i</i></sub></span> minutes. Eugeny listens to each song, perhaps more than once. He listens to song number <span class=""tex-span""><i>i</i></span> <span class=""tex-span""><i>c</i><sub class=""lower-index""><i>i</i></sub></span> times. Eugeny's play list is organized as follows: first song number <span class=""tex-span"">1</span> plays <span class=""tex-span""><i>c</i><sub class=""lower-index"">1</sub></span> times, then song number <span class=""tex-span"">2</span> plays <span class=""tex-span""><i>c</i><sub class=""lower-index"">2</sub></span> times, <span class=""tex-span"">...</span>, in the end the song number <span class=""tex-span""><i>n</i></span> plays <span class=""tex-span""><i>c</i><sub class=""lower-index""><i>n</i></sub></span> times.Eugeny took a piece of paper and wrote out <span class=""tex-span""><i>m</i></span> moments of time when he liked a song. Now for each such moment he wants to know the number of the song that played at that moment. The moment <span class=""tex-span""><i>x</i></span> means that Eugeny wants to know which song was playing during the <span class=""tex-span""><i>x</i></span>-th minute of his listening to the play list.Help Eugeny and calculate the required numbers of songs.","The first line contains two integers n, m (1 ≤ n, m ≤ 105). The next n lines contain pairs of integers. The i-th line contains integers ci, ti (1 ≤ ci, ti ≤ 109) — the description of the play list. It is guaranteed that the play list's total duration doesn't exceed 109 .The next line contains m positive integers v1, v2, ..., vm, that describe the moments Eugeny has written out. It is guaranteed that there isn't such moment of time vi, when the music doesn't play any longer. It is guaranteed that vi < vi + 1 (i < m).The moment of time vi means that Eugeny wants to know which song was playing during the vi-th munite from the start of listening to the playlist.",Print m integers — the i-th number must equal the number of the song that was playing during the vi-th minute after Eugeny started listening to the play list.
21,230B,1300,https://codeforces.com/problemset/problem/230/B,"We know that prime numbers are positive integers that have exactly two distinct positive divisors. Similarly, we'll call a positive integer <span class=""tex-span""><i>t</i></span> <span class=""tex-font-style-underline"">Т-prime</span>, if <span class=""tex-span""><i>t</i></span> has exactly three distinct positive divisors.You are given an array of <span class=""tex-span""><i>n</i></span> positive integers. For each of them determine whether it is Т-prime or not.","The first line contains a single positive integer, n (1 ≤ n ≤ 105), showing how many numbers are in the array. The next line contains n space-separated integers xi (1 ≤ xi ≤ 1012).Please, do not use the %lld specifier to read or write 64-bit integers in С++. It is advised to use the cin, cout streams or the %I64d specifier.","Print n lines: the i-th line should contain ""YES"" (without the quotes), if number xi is Т-prime, and ""NO"" (without the quotes), if it isn't."
22,474B,1300,https://codeforces.com/problemset/problem/474/B,"It is lunch time for Mole. His friend, Marmot, prepared him a nice game for lunch.Marmot brought Mole <span class=""tex-span""><i>n</i></span> ordered piles of worms such that <span class=""tex-span""><i>i</i></span>-th pile contains <span class=""tex-span""><i>a</i><sub class=""lower-index""><i>i</i></sub></span> worms. He labeled all these worms with consecutive integers: worms in first pile are labeled with numbers <span class=""tex-span"">1</span> to <span class=""tex-span""><i>a</i><sub class=""lower-index"">1</sub></span>, worms in second pile are labeled with numbers <span class=""tex-span""><i>a</i><sub class=""lower-index"">1</sub> + 1</span> to <span class=""tex-span""><i>a</i><sub class=""lower-index"">1</sub> + <i>a</i><sub class=""lower-index"">2</sub></span> and so on. See the example for a better understanding.Mole can't eat all the worms (Marmot brought a lot) and, as we all know, Mole is blind, so Marmot tells him the labels of the best juicy worms. Marmot will only give Mole a worm if Mole says correctly in which pile this worm is contained.Poor Mole asks for your help. For all juicy worms said by Marmot, tell Mole the correct answers.","The first line contains a single integer n (1 ≤ n ≤ 105), the number of piles.The second line contains n integers a1, a2, ..., an (1 ≤ ai ≤ 103, a1 + a2 + ... + an ≤ 106), where ai is the number of worms in the i-th pile.The third line contains single integer m (1 ≤ m ≤ 105), the number of juicy worms said by Marmot.The fourth line contains m integers q1, q2, ..., qm (1 ≤ qi ≤ a1 + a2 + ... + an), the labels of the juicy worms.","Print m lines to the standard output. The i-th line should contain an integer, representing the number of the pile where the worm labeled with the number qi is."
23,600B,1300,https://codeforces.com/problemset/problem/600/B,"You are given two arrays of integers <span class=""tex-span""><i>a</i></span> and <span class=""tex-span""><i>b</i></span>. For each element of the second array <span class=""tex-span""><i>b</i><sub class=""lower-index""><i>j</i></sub></span> you should find the number of elements in array <span class=""tex-span""><i>a</i></span> that are less than or equal to the value <span class=""tex-span""><i>b</i><sub class=""lower-index""><i>j</i></sub></span>.","The first line contains two integers n, m (1 ≤ n, m ≤ 2·105) — the sizes of arrays a and b.The second line contains n integers — the elements of array a ( - 109 ≤ ai ≤ 109).The third line contains m integers — the elements of array b ( - 109 ≤ bj ≤ 109).","Print m integers, separated by spaces: the j-th of which is equal to the number of such elements in array a that are less than or equal to the value bj."
24,1217A,1300,https://codeforces.com/problemset/problem/1217/A,"You play your favourite game yet another time. You chose the character you didn't play before. It has $$$str$$$ points of strength and $$$int$$$ points of intelligence. Also, at start, the character has $$$exp$$$ free experience points you can invest either in strength or in intelligence (by investing one point you can either raise strength by $$$1$$$ or raise intelligence by $$$1$$$).Since you'd like to make some fun you want to create a jock character, so it has more strength than intelligence points (resulting strength is <span class=""tex-font-style-bf"">strictly greater</span> than the resulting intelligence).Calculate the number of different character builds you can create (for the purpose of replayability) if you must <span class=""tex-font-style-bf"">invest all free points</span>. Two character builds are different if their strength and/or intellect are different.","The first line contains the single integer $$$T$$$ ($$$1 \le T \le 100$$$) — the number of queries. Next $$$T$$$ lines contain descriptions of queries — one per line.This line contains three integers $$$str$$$, $$$int$$$ and $$$exp$$$ ($$$1 \le str, int \le 10^8$$$, $$$0 \le exp \le 10^8$$$) — the initial strength and intelligence of the character and the number of free points, respectively.",Print $$$T$$$ integers — one per query. For each query print the number of different character builds you can create.
